word,reading,example,,,level,meaning
消耗,しょうもう,ジョジョ　長引けば長引くほど体力をしょうもうするぞ　早く登れ,,,Pre-2,"exhaustion, consumption, using up, dissipation, waste"
摩耗,まもう,いいのか？みんなは？帝具は１人１つだ 体力 精神力のまもうが半端ないからね,,,Pre-2,"wear, abrasion"
戻る,もどる,今、会社にもどります。,,,Pre-2,"to turn back (e.g. half-way) to return, to go back"
暴戻,ぼうれい,アスターテ会戦においてぼうれいな叛乱軍を撃破し、帝威を輝かせたローエングラム伯ラインハルトにたいして、帝国元帥杖の授与式がおこなわれるのだ。,,,Pre-2,"tyranny, atrocity"
厄除け,やくよけ,「なわきゃ、ねえでしょう……。　今はそんなもん、やくよけのまじないほどの御利益もありゃしませんよ」,,,Pre-2,"warding off evil, protecting against misfortune"
厄介,やっかい,こちとら 英雄でも好漢でも義士でもねえ 余計なやっかい事には近寄らない主義なんだ,,,Pre-2,"trouble, burden, nuisance, bother, worry,  care, dependence"
柳,やなぎ,「わぉ……やなぎ刃包丁だねぇ……刺したら先端が体内に残っちゃうヤツだ」,,,Pre-2,willow (any tree of genus Salix) weeping willow
川柳,せんりゅう,体重が…　あっという間にまた増えた…!! 油断して間食ばっかしてるからだよ――ってそれせんりゅう？,,,Pre-2,"senryū, comic haiku"
愉快,ゆかい,彼らはとてもゆかいな人たちです。,,,Pre-2,"pleasant, delightful, enjoyable, joyful, cheerful, amusing, happy"
愉悦,ゆえつ,若かりし頃は それもよいかと思ったがある時気付いてしまったのだ 我が魂のゆえつは詐りと欺きの中にこそ あると,,,Pre-2,"joy, pleasure, delight"
癒す,いやす,この腹の傷をいやせば ジョジョにつけられた負傷は全て完治する,,,Pre-2,"to heal, to cure"
治癒,ちゆ,ツェペリのおっさんの波紋が首の骨をちゆしたんだ,,,Pre-2,"healing, cure, recovery"
快癒,かいゆ,「来週中にはほぼかいゆすると思われます」,,,Pre-2,"recovery, convalescence"
諭す,さとす,私を敵と狙っていた男にさとされ 君に またつらい思いをさせてしまった,,,Pre-2,"to admonish, to persuade, to warn, to remonstrate"
教諭,きょうゆ,祖父は小学校のきょうゆだった,,,Pre-2,(licensed) teacher
唯一,ゆいいつ,「……突き詰めればそうだ。　正義というものがゆいいつ絶対の価値観を意味するなら、 そんなものは無い」,,,Pre-2,"only, sole, unique"
唯々諾々,いいだくだく,銀河帝国は和平の代償としてヤン提督の命を要求するかもしれない 政府が それに応じてヤン提督に死を命じたら そのときはどうする？いいだくだくとして それに従うのかね,,,Pre-2,"quite willingly, readily, with acquiescence"
唯心的,ゆいしんてき,信念なんぞないくせに戦えば 必ず勝つ ゆいしんてきな精神主義者から見れば許し難い存在でしょうな,,,Pre-2,spiritualistic
悠長,ゆうちょう,ゆうちょうなことを言ってられないでしょう,,,Pre-2,"leisurely, slow, deliberate, easygoing"
悠遠,ゆうえん,「ゆうえんなる天へ挑む一匹の蟻」,,,Pre-2,"faraway, remoteness"
猶予,ゆうよ,約束が違うわ やめて お願いよ ゆうよをちょうだい,,,Pre-2,"postponement, deferment, extension (of time)"
余裕,よゆう,「俺も今月レースでスっちまってさ、香典払うよゆうがないのよ」,,,Pre-2,"surplus, margin, leeway, room, space, time, allowance"
裕福,ゆうふく,次は 平和な日本でゆうふくな家庭に生まれ 何不自由なく暮らせるように転生させてあげましょう,,,Pre-2,"wealthy, rich, affluent, well-off"
富裕,ふゆう,帝都の重役たちや ふゆう層の人間が 主に狙われている,,,Pre-2,"wealth, riches, opulence,"
金融,きんゆう,彼はきんゆう関係の会社で働いています。,,,Pre-2,"finance, financing, credit transacting, loaning of money"
融解,ゆうかい,宇宙より飛来した大質量の隕石が 南極に衝突 氷の大陸を 一瞬にして ゆうかいさせたのであります 海洋の水位は上昇し 地軸も曲がり 生物の存在をも脅かす異常気象が世界中を襲いました,,,Pre-2,"fusion, melting, liquefaction,"
融通,ゆうずう,昔からゆうずうのきかないやつで でも だからこそおまえは 俺の生まれて初めての友達になった,,,Pre-2,"lending (money), finance, loan,  adaptability, versatility, flexibility"
凡庸,ぼんよう,取り立てて名君でもなく また暴君でもない ぼんような灰色の皇帝と評される所以である,,,Pre-2,"mediocre, ordinary, commonplace"
中庸,ちゅうよう,ちゅうようを得た意見,,,Pre-2,"middle way, (golden) mean, moderation, middle path"
窯,かま,ゲットした泡を断熱材にしてガラスの整形がまを作る,,,Pre-2,"stove, furnace, kiln"
甲羅,こうら,羽根は アルマジロのこうらのように硬質だし 表面に光る油で 弾丸を滑らせ 方向をずらす,,,Pre-2,"shell (of crab, tortoise, etc.), carapace, plastron"
羅列,られつ,あれはただの妄想のられつだ,,,Pre-2,"enumeration, citation, listing"
修羅,しゅら,感謝します　桐原候 行くか？　しゅらの道を それが我が運命ならば,,,Pre-2,"Asura, demigod, anti-god, titan"
酪農,らくのう,東部連合に取られた領地が今 あれば... どれだけらくのうと工業ができると思う？,,,Pre-2,dairy farming
履く,はく,彼女はブーツをはいています。,,,Pre-2,to put on (or wear)
履歴,りれき,着信りれきって分からない？ ちょっと連絡を取りたくて,,,Pre-2,"personal history, background, career,  log, record,  hysteresis"
草履,ぞうり,足に穿いているのも、お揃の、赤い鼻緒のぞうりである。,,,Pre-2,"zōri, traditional Japanese thronged sandals"
下痢,げり,古いお寿司を食べてげりをしてしまったんだ。,,,Pre-2,"diarrhea, diarrhoea"
赤痢,せきり,「噂は聞くな。　どっかでせきりが広がり出したとか」,,,Pre-2,dysentery
硫酸,りゅうさん,おおー そうだ 実は 死体の血液を りゅうさんに変えて 爆発させるという術が あってだなあ,,,Pre-2,"sulfuric acid, sulphuric acid"
硫黄,いおう,温泉地まで来さえすりゃ火薬の原料であるいおうが採り放題のバーゲンセール,,,Pre-2,"sulfur (S), sulphur"
竜,りゅう,りゅうは神話に出て来る生き物です,,,Pre-2,dragon
恐竜,きょうりゅう,これらの事象を憂慮する人々は、むろん、数多かった。 頽廃のすえ、人類がきょうりゅうのように惨めに滅亡していくのを、彼らは坐視できなかった。,,,Pre-2,dinosaur
竜巻,たつまき,雨の日に出かければ、鉄砲水に遭い、風の日に出かければ、たつまきに遭い、雪の日に出かければ、雪崩に遭う。,,,Pre-2,"tornado, waterspout"
虜,とりこ,その汗18ミリリットルを採取し 意中の男性に飲ませると アラ不思議！ 彼はたちまちアナタのとりこ,,,Pre-2,"captive, prisoner,  victim (of love, etc.), slave (to one's lust, etc.)"
捕虜,ほりょ,ほりょの引見を始める,,,Pre-2,prisoner (of war)
官僚,かんりょう,帝国の経済かんりょうたちは さぞ青くなっているだろうよ もし これが帝国本土まで波及したらと,,,Pre-2,"bureaucrat, government official, bureaucracy"
同僚,どうりょう,「この会議は退屈だ」とどうりょうが私に囁いたの。,,,Pre-2,"coworker, co-worker, colleague, associate"
寮,りょう,ただりょうに引き籠もると宣言して憚らず… 心配しないで。講義には出させるから,,,Pre-2,"hostel, dormitory,  bureau"
涼しい,すずしい,これ、結構蒸しますわよ？絶対にレナさんの方がすずしいですわぁ,,,Pre-2,"cool, refreshing,  clear (e.g. eyes), bright,  clear"
納涼,のうりょう,「んなことより！　何だよ、このザマは!?　のうりょうゼリーぶっかけ大収穫祭か何かか!?」,,,Pre-2,(enjoying the) cool of the evening
涼気,りょうき,落日の最後の余光が消えさり、甘美な夜のりょうきが地上をおおっていた。,,,Pre-2,cool air
倫理,りんり,殺されたくない 盗まれたくない だから正義やりんりという嘘で弱いその身を護っておるのだ,,,Pre-2,"ethics, morals"
不倫,ふりん,西岡さん あなた　まさか週刊誌に異動して芸能人のふりんネタでも書くんですか,,,Pre-2,"adultery, immorality, impropriety"
塁に出る,るいにでる,智代、スリーアウトとればこっちの勝ち 一人でもるいに出たら、こっちの負けだぞ,,,Pre-2,to get on base
累,るい,民間人にるいを及ぼさぬためにも この宙域を決戦場に選ぶ以外にないでしょう,,,Pre-2,"trouble, evil influence, implication, involvement"
累次,るいじ,上記大法院の判決後、 日本はるいじにわたり韓国政府との間での外交上の協議を求め、 1965年の協定に定められた仲裁の付託を通告した,,,Pre-2,"successive, repeated"
累積,るいせき,16年ぐらいですかね、ずっとサラリーマンで働いていました。 その途中で過労で1年ぐらい休職をとっていて、るいせきすると2年ぐらい休むことがありまして、その後に...,,,Pre-2,accumulation
鈴,すず,彼女の猫は首にすずを付けている,,,Pre-2,bell (often globular)
予鈴,よれい,「よれい鳴ったぞおい。いいのかよここにいて？」,,,Pre-2,"bell signalling that work, class, etc. will formally begin shortly, first bell"
賄う,まかなう,攻勢に必要な物資などとてもまかなえん,,,Pre-2,"to supply (goods, money, etc.), to cover (costs), to pay, to finance"
収賄,しゅうわい,「さよ、今のを聞きまして？　わたくしたち、 贈しゅうわい事件の重大な証拠をつかんでしまったみたい」,,,Pre-2,"accepting bribes, corruption, graft"
贈賄,ぞうわい,キスリング オッペンハイマー大将を拘禁しろ ぞうわいの現行犯だ,,,Pre-2,"bribery, graft"
枠,わく,わくの中に答えを書いてください。,,,Pre-2,"frame, framework,  border, box,  limit, restriction, quota"
蚊帳,かや,かやの外ではないと叫びながら かやの外で飛び回ってる1匹のかのようにも見えます,,,Pre-2,mosquito net
長閑,のどか,のどかだねえ,,,Pre-2,"tranquil, calm, quiet, peaceful"
頑張る,がんばる,でもがんばるぞ 欠点を克服するんだ！,,,Pre-2,"to persevere, to persist, to keep at it, to hang on, to hold out"
凶刃,きょうじん,《鈴川令法……貴様の番だ。　苦しみ悶え、怒り嘆きながら、きょうじんの下に命を散らせ》,,,Pre-2,assassin's dagger
充電,じゅうでん,あっ バッテリーが切れた あれだけ使えば無理もないわね 学校じゃじゅうでん禁止ですからね,,,Pre-2,charging (electrically) electrification
馬鹿,ばか,怯えさせて悲しませちまったじゃねぇか このばかたれが,,,2,"idiot, moron, fool"
挨拶,あいさつ,えっと… 校長先生とかの あいさつを聞いて 新入生の名前 呼んで 校歌を歌って終わりかな,,,2,"greeting, greetings, salutation, salute"
宛名,あてな,手紙にあてなを書き込んだよ。,,,2,"(addressee's) name, (recipient's) name and address"
宛,あて,まあ 俺の部屋に つまり俺あてに出されていた手紙だ,,,2,"aim, object, purpose, end,  expectations, prospects"
宵闇,よいやみ,余は、よいやみの住民なり…,,,2,"dusk, twilight"
闇黒,あんこく,「……光射す世界に、汝らあんこく、棲まう場所無し！　渇かず飢えず、無に還れ――！」,,,2,darkness
椅子,いす,「その通りだ。　安楽いすの探偵を気取っていてもどうにもならん」,,,2,"chair, stool,  post, office, position"
畏まりました,かしこまりました,ああ 咲世子さん お茶を入れてくれないか？ はい　かしこまりました,,,2,certainly!
畏敬,いけい,「答える前に一つ――なぜ卿は、それを私にだけ明かそうとする」 私があなたを、いけい申し上げているからだ、獣殿。,,,2,"reverence, awe, respect"
畏怖,いふ,では 某の偉容に瞠目し いふするがよい,,,2,"awe, fear, fright"
萎む,しぼむ,すると 今度は、急にお月さまが笑いながら、段々しぼんで、卵になってしまいました。,,,2,"to wither (of flowers, dreams, etc.), to wilt, to droop, to shrivel"
萎える,なえる,「獣姦は創作の中だけ！　リアルはちょっとなえるから」,,,2,"to lose strength, to become weak, to disappear (of energy, drive, etc.),  to wither"
萎れる,しおれる,どうやって作ったらいいかわかんねえんだ! 悩んでたら花もしおれてきちまってよお・・・,,,2,"to wither, to wilt, to droop, to fade,  to be dejected, to be disheartened, to be depressed, to be crestfallen,"
萎縮,いしゅく,西住ちゃんには事実を知っていしゅくするより のびのび試合して欲しいからさ…,,,2,"withering, shrivelling, shrinking, atrophy"
茨,いばら,いばらの道だな。,,,2,"thorny shrub wild rose, briar,  thorn cusp"
茨城県,いばらきけん,もう一つはいばらきけんつくば市にある高エネルギー加速器研究機構の 世界最高性能の電子陽電子衝突型加速器「SuperKEKB」です,,,2,Ibaraki prefecture
咽ぶ,むせぶ,「……そんな　感動にむせび泣くような名言でもないだろう？」,,,2,"to be choked, to be stifled, to be smothered"
耳鼻咽喉,じびいんこう,4月からじびいんこう科を開設したほか 8月からは禁煙外来を始めたことなどを説明しました,,,2,"ear, nose, and throat"
淫ら,みだら,そんな あられもねえ姿でうろうろすんなっつってんだ 妄りにみだらな格好をするな,,,2,"obscene, indecent, lewd, bawdy, loose, improper"
淫夢,いんむ,そう ゆめなら何も問題ない なんてことだ 最強じゃないか サキュバスのいんむサービス！,,,2,"lewd dream, salacious fantasy"
臼,うす,今日のおやつは、わらびもちです。きな粉は、私が石うすでひきました。いつもより香ばしいですよー。,,,2,"millstone, mortar"
脱臼,だっきゅう,アレックス 何　ただのだっきゅうです,,,2,dislocation
子守唄,こもりうた,仮にこもりうたを歌う母親の音程がズレていると 赤ちゃんも誤った音程を記憶してしまうそうです,,,2,lullaby
餌,えさ,毎日金魚にえさをやります。,,,2,"(animal) feed, fodder, pet food,  bait, lure, enticement"
餌食,えじき,こやつは民主共和政を腐食させ その骨をしゃぶり尽くした 同じように今 専制政治をもえじきにしようとしている,,,2,"prey, victim"
好餌,こうじ,「ではけっきよく、三艦隊いずれもが、敵の各個撃破戦法のこうじとなってしまいます」,,,2,"bait, decoy, lure,  easy prey, easy victim, sucker"
怨霊,おんりょう,このおんりょうのようなどこまでも追跡をやめない スタンドが…小さくなって 消えていく,,,2,"revengeful ghost, apparition"
私怨,しえん,組に養われてる奴が組抜きで動いてる理由ってのは一体　何だ？ たぶん　しえんだ。,,,2,"personal grudge, personal enmity"
艶,つや,うら若く!美しくつややかで華やかで! おしゃれな、マメエラ先生に是非とも!,,,2,"gloss, luster, lustre, shine, sheen, polish"
艶やか,あでやか,「戦闘美少女のあでやかさ！　感服です！　一生ついていきます！」,,,2,"glamorous, charming, beguiling, bewitching, beautiful, fascinatingly elegant,"
妖艶,ようえん,いやぁこの揚げが ミステリアスな膨らみを含んだようえんな揚げ,,,2,"fascinating, voluptuous, bewitching"
旺盛,おうせい,先日のダキア戦はあくまでも実弾演習 今回は戦意おうせいな諸君のため援軍は丁重にお断りしておいた,,,2,"lively, vigorous, energetic, healthy, avid (e.g. desire)"
静岡,しずおか,『コドモンデ』は しずおか市の小学校中学校に配られている お仕事の学習フリーペーパーです,,,2,Shizuoka (city)
福岡,ふくおか,その感動の質が僕がふくおか市美術館で生まれて 初めてアートに 感動した時の質と同じだったんですね,,,2,Fukuoka (city)
臆病,おくびょう,おくびょう者は前線で酷使される ここは 少しでも勇ましいことを…,,,2,"cowardly, timid, easily frightened,"
臆面,おくめん,僕の責任で復活したあいつはおくめんもなく人を食い続けるだろう,,,2,shy face
俺,おれ,「茶々丸、あの阿修羅じみた小娘と比べても、 おれがそう劣るとは思えんがな……。　貴様の目で見ると差があるのか」,,,2,"I, me"
苛む,さいなむ,「甘い声の描き出す幸福の幻影がおれをさいなむ！そんなありもしない希望を見せるんじゃねえ！ せめて絶望させろ！　わかったもういい殺せ、最後の慈悲でおれを殺せぇーーーーーーッ!」,,,2,"to torment, to torture, to harass"
苛める,いじめる,「だからって襟首掴んで放り投げていいって決まりがあるかよ！　 大の大人が子供いじめて喜んでんじゃねぇ!」,,,2,"to ill-treat, to bully, to torment, to pick on, to tease"
苛烈,かれつ,ルドルフの支配はかれつを極め 批判者や反対者を弾圧 粛清する 恐怖政治へと移行していった,,,2,"severe, stern"
牙,きば,我々にきばを剝いておきながら 生き永らえた奴が居るなんて 見過ごせるわけがない,,,2,"tusk, fang"
象牙,ぞうげ,ぞうげ… ではありませんね,,,2,ivory
崖,がけ,西のがけが崩れたぞ,,,2,"cliff, precipice,  precipice, brink of a dangerous situation"
断崖絶壁,だんがいぜっぺき,三方を険しい岩山で囲まれた だんがいぜっぺきにある町 ウィンドナイツ・ロット,,,2,"precipitous cliff, sheer precipice"
蓋,ふた,ああ　しかしそれもここで彼に触れたことで 記憶のふたが開いたらしい,,,2,"cover, lid, cap"
頭蓋骨,ずがいこつ,貴様の腕ごと 瓶を砕くようにずがいこつを陥没してくれる,,,2,"skull, cranium"
骸,むくろ,「戸を蹴破って押し込んできた強盗に、説法をくれてやって何となろうや？　 白刃の一閃にて切り伏せてから、むくろに念仏を聴かせてやるべきでござろうよ」,,,2,"(dead) body, corpse"
骸骨,がいこつ,お祈りがいこつ 久々に見たからビックリしちゃった,,,2,skeleton
形骸化,けいがいか,そうして設立されたのがこの士官学校だ。 今じゃその理念はけいがいかしつつあるけどね,,,2,"becoming a mere shell, becoming a dead letter, losing (one's) substance, being reduced to a formality,"
亡骸,なきがら,あまりにひどいなきがらだったので お前には見ぜずに埋葬したよ,,,2,"remains, corpse, (dead) body"
柿,かき,かきの木に実がたくさんなっています。,,,2,"kaki, Japanese persimmon (Diospyros kaki)"
顎,あご,あごが痛い。,,,2,"jaw, chin,  barb (of a fishhook)"
葛,くず,お兄様のお部屋に、くず湯を差し入れに行ったら、書き置きが机の上にあったので… タケルの字だったから、書かれていた場所へ今、向かおうとし…て…,,,2,"kudzu (Pueraria montana), Japanese arrowroot"
葛藤,かっとう,今なお そのかっとうは継続している,,,2,"conflict, complication, troubles, discord"
釜,かま,「すみませんちょっと待ってください。　このウドの大木を薪にして風呂がまにくべてきますからっ」,,,2,"iron pot, kettle"
鎌,かま,あのかま　かなり　ヤバいぜ。,,,2,sickle
鎌倉,かまくら,「……そなたは東都守護の月番であろう。　 もしもこのかまくらを襲う外敵ありし時、矢面に立って防ぐのはそなたの役目なのだぞ」,,,2,Kamakura (city)
瓦,かわら,すげえ！ カッコいいおにがわらみてえ,,,2,a ridge-end tile
韓国,かんこく,かんこく　タイと回ってくるんだ 武者修行さ,,,2,"South Korea, Republic of Korea,  Korean Empire (1897-1910)"
日韓,にっかん,にっかん合同のコンサートが開かれたよ。,,,2,Japan and (South) Korea Japanese and (South) Korean
食玩,しょくがん,…まてまて、何でそんなにあるの いやー　しょくがんなんだけどさ、欲しいのがなかなかこなくて…　つい大人買いを,,,2,"small toy sold with food, premium"
玩具,おもちゃ,「撮影……だと……？　それをネタに脅し、ついには性的なおもちゃに……」,,,2,"toy, plaything"
愛玩,あいがん,お前、王になぜ私は生まれてきたと聞いたそうだな それがまずかったな 王は人の自我を嫌う そりゃそうだろう あいがんすべき人形に自我など必要ないからなぁ,,,2,"caring for (esp. a pet or a small object), cherishing, being fond of"
歌舞伎,かぶき,かぶきの芝居を見に行きました。,,,2,"kabuki, Japanese classical drama"
近畿,きんき,「山城國、京都です。　現在もきんき以西においては中心的な位置を占めていると言えるのですが……」,,,2,"Kinki (region around Osaka, Kyoto, Nara)"
畿内,きない,《きないの南北に帝が立ち、大和全土が混沌の渦中に争い合ったというあの時代……　 もし吾が主を得ておれば、おのれに悪名を立てる暇など与えず、葬ってやれたものを！》,,,2,"territories in the vicinity of the capital and under direct imperial rule, (in Japanese history) the five kuni in the immediate vicinity of Kyoto"
亀,かめ,この池にはかめがいますね。,,,2,"tortoise, turtle,  heavy drinker turtle crest, turtle mon"
亀裂,きれつ,翌日　その岩のきれつから　草が生えているのに気付きました,,,2,"crack, crevice, fissure, chap, rift"
僅か,わずか,ケニー　この世界は そう遠くない未来 必ず滅ぶ そのわずかな人類の黄昏に私は楽園を築き上げたいのだ,,,2,"only, merely, (a) little, small quantity"
僅差,きんさ,「ごめんね…わたしの中ではきんさだったけど、やっぱり無理」,,,2,small difference
雑巾,ぞうきん,ぞうきんで窓を拭いた,,,2,"house-cloth, dust cloth,"
布巾,ふきん,端切れは掃除用のふきんに、古い油は石鹸に 本はわたしの勉強に,,,2,"tea-towel, dish cloth"
錦,にしき,胸白の鎧に金の八龍を打ちたる五枚兜。それに赤地のにしきの陣羽織を枝に引っかけてる。……間違いないわ,,,2,"brocade fine dress, fine clothes"
駒,こま,情報を秘匿している以上 大っぴらに援軍は呼びづらい つまり盤上のこまは これだけ,,,2,"piece (in shogi, chess, etc.) bridge (of a violin, etc.) horse, foal"
串刺し,くしざし,「蛆には腐肉を。蠅には糞を。　百舌には蛙のくしざしを」,,,2,"skewer, spit,  skewering impalement"
洞窟,どうくつ,暗いどうくつで明かりは松明だけ 岩肌の陰にまで 注意を払うことはない,,,2,"cavern, cave, cave system, grotto"
巣窟,そうくつ,俺には蟲を寄せる体質がある 一つ所に住めば　そこは蟲のそうくつになっちまう,,,2,"den, haunt, hangout, nest, lair"
熊,くま,チケット完売だってよ くま殺しのニュース ワイドショーでもやってたからな,,,2,bear (any mammal of family Ursidae)
稽古,けいこ,最初から強い奴には、リハもけいこも必要ない。武道は弱い奴が強くなろうとする手段で、 だから精神論が幅利かすのさ。礼に始まり礼に終われって――そういう具合に。,,,2,"practice, practising, training, study"
滑稽,こっけい,悲しいほどこっけいに見える,,,2,"funny, comical, humorous, laughable,  ridiculous, silly, absurd"
初詣,はつもうで,いや――　まァそうだけど 一年の計は元旦にあるから はつもうでに行って一年の英気を養おうって,,,2,first shrine visit of New Year
造詣,ぞうけい,ぞうけいは深い　機械とかpcのぞうけいは深いけど むしろ ビジネスのセンスとかアートのセンスに長けていた このスティーブ・ジョブズが2人咬み合わさったことで 一気に伝説を生んでいくんだね,,,2,"deep knowledge, attainments, scholarship"
隙,すき,手続きに 時間を食う そのすきに槙島が 王手をかけるかもしれん,,,2,"gap, space,  break, interlude, interval"
隙間,すきま,囁くような音　轟くような音 耳を塞いでもすきまを埋めても変わらない,,,2,"crevice, crack, gap, opening, clearance,  spare moment"
間隙,かんげき,そこで このかんげきを縫って 小型艦艇で歩兵部隊を送り込み 潜入を図ることが考えられます,,,2,gap
桁,けた,どうやら敵も「念」の使い手だな しかも　けた外れに強い。,,,2,"column, beam, girder, crossbeam"
拳,こぶし,黙らないと 口に握りこぶしを差し込みますよ～？,,,2,fist
拳銃,けんじゅう,彼はけんじゅうで撃たれたわ。,,,2,"pistol, handgun, revolver"
拳骨,げんこつ,アルフォンス君は　さっきオレがげんこつかまして説教した,,,2,"(clenched) fist, knuckles"
鍵,かぎ,出かける時はかぎを掛けてください。,,,2,key lock
鍵盤,けんばん,ピアノの前に座るたびにねけんばんを見るたびにね  なんかこう 残念だなあて気はするんですね,,,2,"keyboard (piano, computer, etc.)"
右舷,うげん,艦隊うげん回頭,,,2,starboard
両舷,りょうげん,閣下 りょうげんより新たな敵が 接近してきます 何！ ここはお引きください,,,2,both sides of a ship
太股,ふともも,このふとももはやわらかいや,,,2,"thigh buttocks, arse, ass, butt"
股座,またぐら,「異人どもも馬鹿ではないからのう。　いつこちらのまたぐらへ手を伸ばしてくるか。はて、さて……」,,,2,crotch
股間,こかん,「くすくす……なんで鏡はこかんからだけそんなに汗かくの？　ふとももとかべちょべちょだよ」,,,2,"nether region, between the legs, groin, crotch"
虎,とら,私が猫であり とらであることを そして 人であることを知ってもらうための 軒並み がっかりしてもらうための裏切りの物語,,,2,"tiger (Panthera tigris) drunkard, drunk, sot"
虎穴,こけつ,「……しゃあねえ。こけつに入らずんば、だ」,,,2,"jaws of death, dangerous place, tiger's den"
乞食,こじき,こじきが公園のベンチで寝ている。,,,2,beggar begging
物乞い,ものごい,外国人のくせにこの場所にものごいみたいに座るんじゃあねえ,,,2,"beggar, begging"
勾配,こうばい,私たちは急なこうばいの山道を歩いた,,,2,"slope, incline, gradient, grade, pitch,  slope (of a linear function) gradient (vector calculus)"
勾玉,まがたま,何なの～？ この怪しげな空飛ぶまがたまは…,,,2,comma-shaped jewels
喉,のど,風邪をひいてのどが痛いです。,,,2,throat singing voice
梗塞,こうそく,ユーストレス欠乏性脳こうそく まあ 公認の病名ではありません,,,2,"stoppage, tightness, block,  infarction (e.g. cardiac)"
梗概,こうがい,「プロット」というのはあらすじとか こうがいという意味で 小論文の作成においては 小論文の流れを示したメモのことになります,,,2,"outline, summary, epitome"
頃,ころ,子供のころ、よくその公園で遊んだ。,,,2,"(approximate) time, around, about"
手頃,てごろ,「……随分とおてごろ価格なブルジョアジーだな、それは」,,,2,"moderate, handy, convenient, reasonable"
痕跡,こんせき,それだったら もっと派手にこんせきが残っていそうなものだし,,,2,"trace, traces, vestige, vestiges"
血痕,けっこん,手の傷と付近に落ちていた角材が一致しました。周囲の木やカードレールに叩いた跡。 周囲に散乱する富竹さんのけっこん。つまりですね…,,,2,bloodstain
刃傷沙汰,にんじょうざた,少なくとも お前の仲良し２人はそうは思わなかったようだぞ 俺に抵抗しにんじょうざたに及ぶほどな,,,2,刃物を持って争うこと。
音沙汰,おとさた,テスト前に――「企画ガ通リマシター」とは聞いたけど、 それからおとさたないな,,,2,"news (from someone), word, contact"
捻挫,ねんざ,この温泉は主たる効能として 打ち身やねんざに効くそうだが どうだ,,,2,"sprain, twist, wrench"
挫折,ざせつ,ざせつもんだよ。泣きたくなる。だから根性なくて悪いけどよ、オレは抜けるぜ。もう付き合わねえ。,,,2,"setback, failure (e.g. plans, business), frustration"
挫く,くじく,「弱きを助け、強きをくじく！」,,,2,"to sprain, to twist,  to dampen (enthusiasm), to discourage, to dishearten"
塞ぐ,ふさぐ,破壊されたあの扉を速やかにふさぐには 飛躍的手段 君の「巨人の力」が必要になる,,,2,"to stop up, to close up, to block (up), to plug up, to shut up"
要塞,ようさい,あ 貴官は どこの部隊に所属しておいでです この度 イゼルローンようさい 駐留艦隊の幕領を拝命しました,,,2,"fort, stronghold, fortification"
閉塞,へいそく,へいそくした時代の状況に窒息するような思いを味わっていた銀河連邦の市民達は この若い鋭気に富んだ新しい英雄を歓呼をもって迎えたのだった,,,2,"blockage, blockade, blocking up, stoppage"
喝采,かっさい,「観客がどうした！　あいつらは僕が活躍している間は拍手かっさいを送って寄越し、 勝利の余光を浴びて愉しみ」,,,2,"acclamation, applause, ovation, cheers"
采配,さいはい,さあ 宜野座君 君の 責任者としてのさいはいを… 情に流されない 決断力を私に見せてくれないか？,,,2,"baton (of command) order, command, direction"
大阪,おおさか,おおさか攻略はヤツの任務だ 奮起するのは当然だろう,,,2,Osaka (city) large hill
埼玉,さいたま,「さいたまから車で。すごいですねー。あれいったいどこの人工衛星なんですかね？」,,,2,Saitama (city)
柵,さく,お気遣いなく さくの中で飼われるのは性に合わない,,,2,"fence, paling, railing"
柵,しがらみ,本土ってのは色々面倒なんだな そういうしがらみの中で皆生きておる,,,2,"weir bonds, fetters, ties of obligation,"
斬新,ざんしん,やはり 実際の現場で働く士官の提言はなかなかざんしんですなあ,,,2,"novel, original, newness"
斬撃,ざんげき,ほう　くないでざんげきをそらしたか,,,2,"slash, slashing attack"
斬る,きる,気づいてくれて助かったぜ 背中からきるのは後々 寝覚めの悪い思いをするからなあ,,,2,"to kill (a human) using a blade (sword, machete, knife, etc.), to slice"
鹿,しか,牛？ しかも時々ね 猪も,,,2,deer
叱る,しかる,ま…まいったな エ…エリナ婆ちゃんにしかられるぜ,,,2,"to scold, to chide, to rebuke, to reprimand"
叱責,しっせき,「未だ解決へ至らぬ不手際をしっせき頂くが相応。　慰労などは相応しからぬかと」,,,2,"reprimand, rebuke"
嫉妬,しっと,あなたがストレスの権化だというのならば 苛虎はしっとの権化です,,,2,"jealousy, envy"
腫れる,はれる,何よ この作戦 私たち 不良になったみたいじゃない 終わったら手がはれてそう,,,2,"to swell (from inflammation), to become swollen"
腫瘍,しゅよう,２人は 全身に水疱のようなしゅようができ やがて トマトソースのようになって死亡したそうだ,,,2,"tumor, tumour, neoplasm, neoplasia"
呪い,のろい,「だから……絶対に犯人を突き止めるって、必ず捕まえてやるって、 息巻いてました……のろいなんてあり得ないって……」,,,2,"curse, spell, malediction"
呪文,じゅもん,失われた古代の術法により 魔法を封じた巻物 一度 ひもとけば たとえ 赤子であれど じゅもんを行使できるという,,,2,"spell, charm, incantation, magic word"
蹴る,ける,ゴールキーパーがボールをけった。,,,2,"to kick to refuse, to reject,  to stamp (on the ground)"
